id,address,city
79692,"Ali Raza Plaza,Main Boulevard,Defence Society,Cantt.",Lahore
79693,"Noor Road,Opp:Grid Station,Badami Bagh",Lahore
79694,"Rm 320,3rd Fl.Stock Exch.Bldg.,19-Khayaban-e-Aiwan-e-Iqbal",Lahore
79695,"25-A,Poonch Road,Islamia Park,Samanabad",Lahore
79696,"343-H-2,Main G.T.Road,Daroghwala(Liba Colony)",Lahore
79697,"Suharwardy Street,Shalimar Twn,P.O.Box # 778",Lahore
79698,"Rattan Cinema Building,Mcleod Road",Lahore
79699,"8-Shafi Road,Misri Shah",Lahore
79700,"1496,Moz Mota Singh Wala,24.5 KM. Bedian Road,Defence",Lahore
79701,"23-24,Patiala Complex,Link McLeod Road,GPO Box:1808",Lahore
79702,"14-C/3,Gulberg-III",Lahore
79703,"1,Basement,Gourmet Bakers,Cavalary Ext.Cantt.",Lahore
79704,"86-General Bus Stand,Badami Bagh",Lahore
79705,19-Abbott Road,Lahore
79706,"40,Zafar Ali Road",Lahore
79707,"49,Zafar Ali Road",Lahore
79708,"Chamberlain Road,Chowk Nisbet Road",Lahore
79709,"14-Sharif Plaza,26-Shahrah-e-Quaid-e-Azam",Lahore
79710,"Opp. Sherakot Darbar,Bund Road",Lahore
79711,"195-B,Shadman II",Lahore
79712,"G-2/G-5,Bashir Arcade,Ghowk Nisbet Road",Lahore
79713,"22-KM.Ferozpur Road,Rohi Nullah",Lahore
79714,"42-H,Gulberg III",Lahore
79715,"15-Patiala Ground,Link Mcleod Road",Lahore
79716,"727,Shadman Colony",Lahore
79717,"T-09,Hafeez Centre,15-E/1,Main Boulevard,Gulberg-III",Lahore
79718,"104,Agro Square,Shadman Market",Lahore
79719,"99-G,Al-Hafeez Centre,Main Boulevard,Gulberg III",Lahore
79720,"29/B,Queens Road",Lahore
79721,"#1193/A,Amin Market,Wachowala Bazar",Lahore
79722,"33-B,Basement Liberty Plaza,Liberty Market,Gulberg-III",Lahore
79723,"19-Shadman (Opp Apwa),Jail Rd.",Lahore
79724,"43-A-N,Gulberg-II,Near Sunny Flour Mills",Lahore
79725,"P.O. Box-507,7-Rachna Block,Allama Iqbal Town",Lahore
79726,9-Beadon Road,Lahore
79727,"2-2nd Floor-Ashrafia Complex,43,Ferozepur Road",Lahore
79728,"425-1-C.I. Tipu Chowk,,Town Ship",Lahore
79729,G.P.O.Box 1605,Lahore
79730,"House No.31,Hussain Street #4,New Mozang",Lahore
79731,"92-B-1,Gulberg-III",Lahore
79732,"Room #2,1st Floor,Mian Manzil,19-Maclagon Road",Lahore
79733,"315,Eden Centre,Jail Road",Lahore
79737,"Regent Market,85,Shahrah-e-Quaid-e-Azam",Lahore
79738,"Pul Lubana,18 KM.,Multan Road",Lahore
79739,"5,Khan Arcade,16 Mouj Derya Road",Lahore
79740,"Monnoo House,3-Montgomery Road",Lahore
79741,"Meher Manzil,3/8 Habibullah Road",Lahore
79742,"242-N,Phase-1,L.C.C.H.S,Cantt.",Lahore
79743,"29,Fruit Market,A. Iqbal Town,Multan Road",Lahore
79744,"21-Dil Muhammad Road,Opp. Diyal Singh College",Lahore
79745,"Room No.14-15,First Floor,Shadman Plaza,Shadman Market",Lahore
79746,"Rehman Gali-4,Nishtar Road",Lahore
79747,"9-Dhani Ram Road,Anarkali",Lahore
79748,"4-Nayab Chambers,13-Nishter Road",Lahore
79749,"Sham Nagir,Khokhar Road,Badami Bagh",Lahore
79750,"2nd Floor,Grade Trust Building,Napier Road",Lahore
79751,"The Jang Group of Newspapers,13-Sir Agha Khan Road",Lahore
79752,"Cantt. Board Plaza,Tufail Road,Cantt.",Lahore
79753,"Latif House,179-D,PIA Employees C.H. Society",Lahore
79754,"1,McLeod Road",Lahore
79755,"26-McLeoad Road,Lakshmi Chowk",Lahore
79756,"15-Peshawar Block,Fortress Stadium,Cantt.",Lahore
79757,"101-102 Abid Chamber,Chowk Qartaba Mozong",Lahore
79758,"553,Mouza Kot Lakhpat,Near Itefaq Foundry",Lahore
79759,"A-70,Al-Shaikh Chamber,Mozang Road",Lahore
79760,"2-C/II,M.M.Alam Road,Gulberg-III",Lahore
79761,"73-C,Model Town",Lahore
79762,"191-D,Model Town",Lahore
79763,"1-Akram Arcade,29-B Temple Road",Lahore
79764,"88-D/I,Allama Iqbal Road",Lahore
79765,"5 Bank Square,Sunlight Building,The Mall",Lahore
79766,"38,Lawrence Road",Lahore
79767,"35-A,Shahra-e-Abdul Hameed,Bin Badees Empress Road",Lahore
79768,"Al-Fazal,12 Nasir Street,Zubeda Park,Multan Road",Lahore
79769,"1-Abdullah Block,Yousaf Park,Sheikhupura Road",Lahore
79770,"56,2nd Floor,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
79771,"Hafiz Medical Centre,New Anarkali Chowk",Lahore
79772,"4-Haroon House,4-A,Mozang Road",Lahore
79773,"11-C,Main Gulberg",Lahore
79774,"City Towers,Main Boulevard,Gulberg",Lahore
79775,5 Chamberlain Road,Lahore
79776,"49-Hunza Block,Allama Iqbal Town",Lahore
79777,"Alam-Porvair City,Bhoptian,9 KM Raiwind Road,Rohi Nala",Lahore
79778,"Plot No.14,20,Cooper Road",Lahore
79779,"15,Comm.Zone,Liberty Market",Lahore
79780,"Al-Fatah Road,Liberty Market,Gulberg-III",Lahore
79781,"Room #301-303,Al-Faisal Plaza,48-The Mall",Lahore
79782,"767,Block-II,Sector D-1,Township",Lahore
79783,"130-E-I,Main Boulevard,Gulberg-III",Lahore
79784,"37,G.T. Road,Hide Market",Lahore
79785,"29th KM.,Ferozepur Road",Lahore
79786,"H.No.5,St.29,Shalimar Link Rd.,Behind Angori Cinema",Lahore
79787,"26-M,Gulberg III",Lahore
79788,"Room #6,Imtiaz Plaza,3rd Floor,85 The Mall",Lahore
79789,"No.28,3rd Floor,Sadiq Plaza,Sharae-Quaid-e-Azam",Lahore
79790,"44-E.I.,Ghalib Road,Gulberg-III",Lahore
79791,"Ismail Aiwan-e-Science,Shahrah-i-Jalaluddin Roomi",Lahore
79792,"17-G,Gulberg-II",Lahore
79793,"23-KM,Multan Road,Off Defence Road",Lahore
79794,"Suite #1,2nd Flr.,Lahore Tower,Civic Centre (Barkat Market),New Garden Town",Lahore
79795,"Sadiq Manzil,Sadiq Street,Garumanak Nagar Khhera",Lahore
79796,"68-C,Model Town",Lahore
79797,"1st Floor,Muhammadia Market,15-Nishter Road",Lahore
79798,"22-A,Canal Park,Gulberg",Lahore
79799,"1st Floor,Asia House-7,Egerton Road",Lahore
79800,"G.T.Road,Shahadra",Lahore
79801,"30-Commercial Zone,Liberty Market,Gulberg III",Lahore
79802,"15-Sialkot Block,Fortress Stadium,Cantt.",Lahore
79803,"43-A,'L' Block,Mini Market,Gulberg-II",Lahore
79804,341-Ferozepur Road,Lahore
79805,"1-A,Awami Complex,New Garden Town",Lahore
79806,"115-A, H.B.F.C. Faisal Town",Lahore
79807,"120,Temple Road",Lahore
79808,"16,Munawar Chambers,1,Mozang Road",Lahore
79809,"1-McLeod Road,Near Chowk,Hall Road",Lahore
79810,"G.T.Road,Shahdara",Lahore
79811,"15-KM.,G.T.Road,Link Road,Shamke P.O.Lasani Mill,Kala Shah Kaku",Lahore
79812,"96-5,B-1,Abu Bakar Road,Township",Lahore
79813,"132/4,Kot Lakhpat Inds. Estate",Lahore
79814,6-Egerton Road,Lahore
79815,"8/9,Cantonment Board Plaza,Tufail Road,Cantt.",Lahore
79816,"X-9,Defence Phase-III,D.H.A.",Lahore
79817,"63,Shahrah-e-Quaid-e-Azam",Lahore
79818,"7-8,Wahid Chambers,90-A/C-II,Gulberg-III",Lahore
79819,72-Allama Iqbal Road,Lahore
79820,218-Ferozpur Road,Lahore
79821,"44/C/1,Faisal Town",Lahore
79822,"44-C/1,Faisal Town",Lahore
79823,216-Ferozepur Road,Lahore
79824,"Hafeez Street,Riaz Ahmed Road,Near Pakistan Mint,Akhri Stop,G.T. Road",Lahore
79825,"Suite #4,5th Floor,Shan Arcade,24 Civic Centre,N.Garden Town",Lahore
79826,"Suite #4,5th Floor,Shan Arcade,24 Civic Centre,NewGarden Town",Lahore
79827,"2nd Floor,1-3 Cavalry Ground,Commercial Area,Shami Road,Cantt.",Lahore
79828,"170 Sutluj Block,Iqbal Town",Lahore
79829,"15-A,Abbott Road,Behind Police Station,Qila Gujjar Singh",Lahore
79830,"1485 C-5/4,Allauddin Road,Cantt.",Lahore
79831,"46-C-1,Faisal Town",Lahore
79832,"8-Centre Point,1st Floor,Main Boulevard,Gulberg-III",Lahore
79833,"263,Shadman-1",Lahore
79834,"Flat No.4,1st Floor,10-Main Market,Samanabad",Lahore
79835,"Opp. Chongi Bagrian,Bagrian Road,Green Town",Lahore
79836,"119/6,Industrial Estate,Kotlakhpat",Lahore
79837,31-Temple Road,Lahore
79838,"56-Bank Square Market Model,Town",Lahore
79839,"F-9 & 10 Simla Towers,5-Davis Road",Lahore
79840,"108,Kot Lakhpat",Lahore
79841,"#479,Block-P,L.C.C.H.S,Defence",Lahore
79842,"11/18-A,Link Shami Road,Cantt.",Lahore
79843,26-Melagon Road,Lahore
79844,"73-Allah Malak Market,(Old Bharat Building),Opp.OPD Mayo Hosptl.",Lahore
79845,"1st Floor,Zaman Building,Chowk Mayo Hospital",Lahore
79846,"73-Jail Road,Taj Arcade",Lahore
79847,1-Link McLeod Road,Lahore
79848,"3rd Floor Nizam Chambers,Shahrah-e-Fatima Jinnah",Lahore
79849,"2-A,Abak Block,New Garden Town",Lahore
79850,"34-E-1,Gulberg-III",Lahore
79851,"Waheed Lodge,Gulzeb Colony,Samanabad",Lahore
79852,"23-B,Block-D,National Homes,New Muslim Town",Lahore
79853,"Sheikh Manzil,Mall Mansion,30,Shahrah-e-Quaid-e-Azam",Lahore
79854,"2nd Floor,14 Commercial Bldg.,Cavalry Ground",Lahore
79855,"Thoker Niaz Baig,Multan Road",Lahore
79856,"3/II,Shadman Plaza,Shadman Market",Lahore
79857,"36-Khawaja Arcade,17-Wahdat Road",Lahore
79858,"19-A,Moullana Shoukat Ali Road,Johar Town",Lahore
79859,"Plot No: 19,Street No: 1,Al-Habib Park,Kacha Sanda Rd,Kemal Ganj",Lahore
79860,"206,Zulqarnain Chambers,Ganpat Road",Lahore
79861,"201,Abid Majeed Road",Lahore
79862,"Y.M.C.A.,Building,16,Shahrah-e-Quaid-e-Azam,The Mall",Lahore
79863,"37-Ferozepur Road,(Near Ichra)",Lahore
79864,"Room No.33-34,Taj Arcade,3rd Floor,73-Jail Road",Lahore
79865,65-Main Gulberg,Lahore
79866,65-Main Gulberg,Lahore
79867,"1482,Dacca Road,Sadder,Cantt.",Lahore
79868,"Ambassador Centre,Davis Road",Lahore
79869,"669 Kahsmir Block,Allama Iqbal Town",Lahore
79870,"223,2nd Floor,Latif Cloth Cntr,Ferozepur Road",Lahore
79871,"12th Km.G.T. Road,Daroghawala",Lahore
79872,"143,St. 11,Cavalry Ground Ext.,Cantt.",Lahore
79873,"13,1st Floor,Paisa Akhbar Centre",Lahore
79874,"89,Faletti's Hotel,Egerton Road",Lahore
79875,"35,West Wood Colony,Raiwind Road",Lahore
79876,"18-A,FCC,Maratab Ali Road,Gulberg-IV",Lahore
79877,"179-E/1,Tahawar Plaza,Main Boulevard,Gulberg",Lahore
79878,"6-F,Imtiaz Centre,Main Market,Gulberg-II",Lahore
79879,"44,Gulberg-V,Off Zafar Ali Road",Lahore
79880,"18-E/III,Indus House,Model Town",Lahore
79881,"165-Glaxy Shopping Centre,Ferozpur Road",Lahore
79882,"8/1,Abid Majeed Road,Cantt.",Lahore
79883,"2nd Floor,Kashif Chambers,7th Lodge Road,Old Anarkali",Lahore
79884,"Flat No.4,Majeed Arcade,Allama Iqbal Town,Scheme More",Lahore
79885,"93-B,New Muslim Town",Lahore
79886,"1st Floor,Naqvi Market,Sharah-e-Quaid-e-Azam",Lahore
79887,"74-75 E/1,Hafeez Centre,74-75,Main Boulevard,Gulberg-III",Lahore
79888,"2,Cantonment Board Plaza,Tufail Road,Cantt.",Lahore
79889,"76/7B,Arif Jan Road,Cantt.",Lahore
79890,"#1,Glamour Shopping Centre,1st Floor,M. Shoukat Ali Road,Peco Road,Township",Lahore
79891,"204-Rana Chamber,2-Dil Muhammad Road",Lahore
79892,"12/A,S-Block,Gulberg-II,P.O.Box: 1692",Lahore
79893,"47,4th Floor,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
79894,"107-Irfan Chambers,Chowk Qartaba Temple Road",Lahore
79895,"22-A,Brandreth Road,P.O.Box:1874",Lahore
79896,"S/10,Rehman Plaza,4-Queens Road",Lahore
79897,"601-A1,Gulberg-III",Lahore
79898,9-Davis Road,Lahore
79899,"5-C-II,Township",Lahore
79900,"6-N,Industrial Area,Gulberg-II",Lahore
79901,"46,New Khanna Building,1st Floor,Brandreth Road",Lahore
79902,"22-Civic Centre,New Garden Town",Lahore
79903,"4-Haroon Road,Saroba Garden,17-KM. Ferozepur Road",Lahore
79904,"127,Jia Musa,Shahdara,Sheikhupura Road",Lahore
79905,"7-Rana Chambers,2-Dil Muhammad Road",Lahore
79906,"11-Basement Modern Hotel,Railway Station",Lahore
79907,27-Nicholson Road,Lahore
79908,13-KM.Sheikhupura Road,Lahore
79909,"23-Rd.KM,Ferozepur Road",Lahore
79910,"#14,3rd Floor,Shan Arcade,Barkat Market,New Garden Town",Lahore
79911,"67 Zulfiqar Street,Cavalry Ground,Cantt.",Lahore
79912,"3-C1,Faisal Town",Lahore
79913,"18-C,Commercial Zone,Liberty Market,Gulberg-III",Lahore
79914,"8-Hunza Block,Allama Iqbal Town",Lahore
79915,"164-P,Gulberg II",Lahore
79916,Civil Secretariat,Lahore
79917,"193,Sector B-8,Phase-IV,L.C.C.H.S.",Lahore
79918,"68,Main Industrial Estate,Kot Lakhpat",Lahore
79919,"LG-104,Hafeez Centre,Gulberg",Lahore
79920,"Cattle Park Street,Urdu Bazar",Lahore
79921,"22,O,Rewaz Garden",Lahore
79922,"98,Jail Road,Green Town,Kot Lakhpat",Lahore
79923,Near Sh. Zayed Hospital,Lahore
79924,"48-A,Faisal Town",Lahore
79925,"18-C,Liberty Market,Gulberg-III",Lahore
79926,"18-C,Liberty Market,Gulberg-III",Lahore
79927,7/10 Birdwood Road,Lahore
79928,"Ijaz Arcade,3-A Main Market,Gulberg II",Lahore
79929,8-Beadon Road,Lahore
79930,"109-B3,Gulberg-III,Liberty Market",Lahore
79931,"41-G,1st Floor,Main Comm.,Defence Society",Lahore
79932,"40,McLeod Road",Lahore
79933,"135/1,Circular Road",Lahore
79934,"2-Qutab Road,Bilal Gunj,Near Data Hospital",Lahore
79935,"12,1st Floor,Centre Point,Main Boulevard,Gulberg 3",Lahore
79936,"Zahid Town,13-KM. Sheikhupura,P.O. Kot Abdul Malik",Lahore
79937,"Noor Road,Badami Bagh,Opp:Jamal Steel Mills",Lahore
79938,"Suite F,F-11,Centre Point,Main Boulevard,Gulberg",Lahore
79939,"#21,2nd Floor,Centre Point,Main Boulevard,Gulberg",Lahore
79940,"A-1,Sea Breez Homes,Shershah Block,New Garden Town",Lahore
79941,18 KM Ferozepur Road,Lahore
79942,"4-Q,Gulberg-II",Lahore
79943,"5-B,Block-G,Johar Town",Lahore
79944,"100-K,Gulberg-III",Lahore
79945,"Instaphone Centre,89-I,Jail Road",Lahore
79946,"No.1-6,Rafiq Plaza,8-Davis Road",Lahore
79948,"Shama Chowk,70-Ferozepur Road",Lahore
79949,"ICMAP Bldg.,42-Ferozepur Road",Lahore
79950,"11-Aibak Block,New Garden Town",Lahore
79951,"196-A,Str.#5,Abid Majeed Road,Cantt",Lahore
79952,"Faculty Of Math'l Sciences,The University Of Lahore",Lahore
79953,"Engineering Centre,Gulberg-III",Lahore
79954,"Lahore Regional Office,2nd Floor,Asia Insurance House,7 Egerton Road",Lahore
79955,"119-B,Tech Society",Lahore
79956,"172,C.C. Motel,105-The Mall",Lahore
79957,"220-A/3,Gulberg",Lahore
79958,"7th St.,312-B,Cavalry Grounds,P.O.Box: 6114",Lahore
79959,"#1,1st Floor,Khawaja Arcade,Wahdat Road",Lahore
79960,"100-S,Model Town Ext.",Lahore
79961,"13-Taj Mansion,46,Shahrah-i-Quaid-e-Azam",Lahore
79962,351-Ferozepur Road,Lahore
79963,"T-82,1st Floor,Commercial Area,Phase-II,L.C.C.H.S.",Lahore
79964,"554,Shadman",Lahore
79965,27-Upper Mall Scheme,Lahore
79966,"120/S,Industrial Area,Kot Lakhpat",Lahore
79967,"22-Patiala Ground,Salam Chambers",Lahore
79968,"Ghani Chambers,28-29,Patiala Ground,Link Mcleod Rd.",Lahore
79969,"# 37,1st Floor,Sadiq Plaza,69,Shahrah-e-Quaid-e-Azam",Lahore
79970,"Flat No.20-F,Commercial Area,LCCHS.",Lahore
79971,"10-Montgomery Road,NBP Building",Lahore
79972,"Flat#19,1st Floor,Khawaja Arcade,Wahdat Road",Lahore
79973,18-Habib Ullah Road,Lahore
79974,"Groud Flr. State Life Bldg.,Davis Road",Lahore
79975,"17.5 KM,Main Ferozepur Road,Attari",Lahore
79976,"2/7,Ahmed Villas,Hussain St.,Old Muslim Town",Lahore
79977,"18-80A,Bridge Colony,Cantt.",Lahore
79978,"House P-167,Mini Market,Gulberg II",Lahore
79979,"#7,1st Floor,Khurram Centre,Wahdat Road",Lahore
79980,"46-A-Street No.14,Cavalry Ground Extention,Cantt",Lahore
79981,"3,Sheeraz Plaza,1st Floor,Main Market Gulberg-II",Lahore
79982,"Off #4,3rd Floor,Arshad Plaza,83-A,Temple Road",Lahore
79983,"5-E/1 Commercial,Gulberg-III",Lahore
79984,"S-29,Zaitoon Plaza,Hall Road",Lahore
79985,"31-CIvic Center,Johar Town",Lahore
79986,"3-Iqbal Street #37,54-A,McLeod Road",Lahore
79987,"Room #6&7,133,Circular Road",Lahore
79988,41 Mozang Road,Lahore
79989,"18/1,Naqi Arcade,71-The Mall",Lahore
79990,"Sabzi Mandi,Data Nagar Bridge,Ravi Road",Lahore
79991,"Ali Plaza,2nd Floor,3-Mozang Road",Lahore
79992,"House #10-A,Street-15,Cavalry Ground,Cantt.",Lahore
79993,"Siddique Plaza,8-Davis Road",Lahore
79994,33-New Anarkali,Lahore
79995,"#4,4th Floor,Landmark Plaza,5/6 Main Jail Road",Lahore
79996,"2-3,2nd Floor,Building #1,Associated House,7,Egerton Rd.",Lahore
79997,"Chugtai Chambers,Street #13,63-C,Shahrah-e-Quaid-e-Azam",Lahore
79998,"Nairobi Mansion,31 Napier Road",Lahore
79999,"6-GF,Leeds Centre,Gulberg-III",Lahore
80000,65-Ravi Road,Lahore
80001,"Gulzar Khan Market,Shahdara More,P.O.Box #1909",Lahore
80002,"2nd Floor Bagwan Das Building,Rattan Chand Rd.Chowk Shalami",Lahore
80003,"Bund Road,Bakkar Mandi",Lahore
80004,"Ground Floor,Khurshid Building,10-Abbot Road",Lahore
80005,"#18,1st Floor,Khawaja Arcade,Wahdat Road",Lahore
80006,"Babar Ali Foundation Building,308 Upper Mall",Lahore
80007,4-Montgomery Road,Lahore
80008,"#1,FF-1,King Plaza,Near HBL Nisbat Road",Lahore
80009,"14-C,Gulberg,Jail Road",Lahore
80010,"61,Allama Iqbal Road",Lahore
80011,"Salam Chambers,Patiala Ground,Link Mcleod Road",Lahore
80012,"Venus Plaza,(Basement No.2),7/E,Egerton Road",Lahore
80013,"48/10,Gromangat,Gulberg-III",Lahore
80014,"9-D,Republic Motors Bldg.,87-Shahrah-e-Quaid-e-Azam",Lahore
80015,"21-B,Bank Square Market,Model Town",Lahore
80016,"17,Lawrence Road",Lahore
80017,"2nd Floor,89-C,Gulberg,Jail Road",Lahore
80018,"3/5,Seash Mahal Road",Lahore
80019,"37-Mcleod Road,Opp:Farooq Centre",Lahore
80020,"1st Floor,89-D,Jail Road",Lahore
80021,"2nd Floor,3-E,Ijaz Arcade,Main Market,Gulberg II",Lahore
80022,"77-D,New Muslim Town,Wahdat Road",Lahore
80023,"89-Circular Road,Pipe Market",Lahore
80024,"6-Industrial Area,Gulberg-III",Lahore
80025,"90-91 1st Floor,Auriga Arcade,Gulberg",Lahore
80026,"25-A,Rehman Street # 4,Nishter Road",Lahore
80027,"20-A,L.D.A.Homes,New Muslim Town,Off Canal Road",Lahore
80028,"22-Abkari Road,Anarkali",Lahore
80029,"157/2,Ferozepur Road,Near Jamia Ashrafia,Muslim Town Chowk",Lahore
80030,"Ghulam Rasul Building,60,Shahrah-e-Quaid-e-Azam,P.O.Box: 362",Lahore
80031,73-Mcleod Road,Lahore
80032,26-K.M. Sheikhupura Road,Lahore
80033,G-1/10 Gulberg II,Lahore
80034,"64-F,Model Town",Lahore
80035,22-Lawrence Road,Lahore
80036,"#127,1st Floor,Eden Centre,43-Jail Road",Lahore
80037,"11/I,Raja Chambers,35-Queen Rd",Lahore
80038,"303-Qadri Chambers,5-McLeod Road",Lahore
80039,1-Farid Kot Road,Lahore
80040,"Nawa-e-Waqt Building,4-Shahrae Fatima Jinnah",Lahore
80041,"170-B,Ghulam Nabi Colony,Samanabad",Lahore
80042,"4-A,1st Floor,Sadiq Plaza",Lahore
80043,"Australia Building,Mcleod Rd.,Behind Australia Mosque",Lahore
80044,"79,2nd Floor,Hafeez Centre,Main Boulevard,Gulberg-III",Lahore
80045,"6-GF Leeds Centre,Main Boulevard,Gulberg-III",Lahore
80046,"81-A2,Gulberg-III",Lahore
80047,"60/61,Wapda House,Sharea Quaid-e-Azam",Lahore
80048,"Institute Govt. of Pakistan,Near Muhammad Pura Village,P.O. Thokar Niaz Beg",Lahore
80049,"216,Latif Centre,Main Ferozepur Road,Ichhra",Lahore
80050,"174-A Garden Block,Garden Town",Lahore
80051,"90,Main Cavlary Comm.Area,Cavlary Ground,Cantt.",Lahore
82079,"85-C,Jail Road",Lahore
80052,"23-M,1st Floor,Sheikh Plaza,Khalid Market,Model Town Ext.",Lahore
80053,"54,1st Floor,Hafeez Centre,Main Boulevard,Gulberg III",Lahore
80054,"Al-Murtaza Shopping Centre,Moon Market,Allama Iqbal Town",Lahore
80055,"1st Floor,G-163,DHA (Defence),Lahore Cantt.",Lahore
80056,"Sharif Chambers,2nd Floor,68-Mozang Road",Lahore
80057,"9-10,12 Civic Centre,New Garden Town",Lahore
80058,"62-J,Gulberg-III",Lahore
80059,"Ghani Chambers,Partiala Ground,Mcleod Road,P.O.Box 1218",Lahore
80060,"117-E-1,Gulberg III",Lahore
80061,"117-E-1,Gulberg-III",Lahore
80062,"ITC Building,Nasir Park,Bund Road",Lahore
80063,"122-Abid Chambers,38-Sharea Fatima Jinnah Rd
1000
.",Lahore
80064,30-Nisbat Road,Lahore
80065,"23-Mian Chamber,Ist Floor,3-Hameed Nizami Road,(Temple Road)",Lahore
80066,"Room #12,1st Flr.Hafeez Centre,74-75,E1,Mian Boulevard,Gulberg III",Lahore
80067,"12,1st Flr.Hafeez Centre,74-75,E-1,Main Boulevard,Gulberg-III",Lahore
80068,"122-B,Gulberg-II",Lahore
80069,4-Lawrence Road,Lahore
80070,"12-A,Block E-II,Annexe 2,Main Boulevard,Gulberg-III",Lahore
80071,"1st Floor,AK Motors Building,51-Jail Road",Lahore
80072,"Executive Centre,92 Comm.Area,Cavalry Ground Ext.Cantt.",Lahore
80073,"11-Evang Road,Nila Gumbad",Lahore
80074,"3,Margalla Plaza,42,Loyer Mall,Near Session V Court",Lahore
80075,"65,Agro Square,Shadman",Lahore
80076,"1-Bull Road,Tirandaz Market",Lahore
80077,Nila Gumbad,Lahore
80078,"Main Market,Gulberg II",Lahore
80079,"Al-Faisal Market,Circular Road,Outside Mochi Gate",Lahore
80080,1-Nicholson Road,Lahore
80081,"Mughal Park,Block-A,Shahdara,Opp:Thana Ferozwala Stop,10 K.M. G.T.Road",Lahore
80082,"114,Gulberg Road",Lahore
80083,"3-Abdul Qayum Road,Badami Bagh",Lahore
80084,14-Nishter Road,Lahore
80085,"Sham Nagar Road,Badami Bagh",Lahore
80086,"# 5,3rd Floor,Hajveri Centre,Chowk Chouburji",Lahore
80087,"Tajpura Road,Misrishah",Lahore
80088,"22,Mcleod Road",Lahore
80089,"Chah Sarad Bagh,Sara-e-Sultan",Lahore
80090,17-Jail Road,Lahore
80091,10-Mohni Road,Lahore
80092,"8,Mcleod Road",Lahore
80093,"2,2nd Floor,Shadman Plaza,Shadman Market,Shadman-1",Lahore
80094,"Khokhar Road P.B.,Near Irfan Steel",Lahore
80095,"66-Mohammadia Electric Market,1st Floor,Nishtar Road",Lahore
80096,"2nd Floor,Zaman Plaza,Hall Road",Lahore
80097,"Gunj Buksh Hajwari Road,(Gunj-e-Road)Bilal Gang",Lahore
80098,"162-B,Shah Jamal",Lahore
80099,"Rehman Gali #4,Brandreth Road",Lahore
80100,"G-94,L.C.C.H.S.,Cantt.",Lahore
80101,"25,Fero Shopping Centre,Shadman Market",Lahore
80102,"11/A,26-Shadab Colony,Temple Road",Lahore
80103,"3-P,Model Town Extension",Lahore
80104,"16-K.M.,Multan Road",Lahore
80105,57-Flemming Road,Lahore
80106,"55/A,Shadman-II",Lahore
80107,"14/63,Afridi Mansion,Shadman Commercial Market",Lahore
80108,"Suite#108,Eden Centre,Jail Road",Lahore
80109,"45,Upper Floor,Chouburgi Centre",Lahore
80110,"L-9-26,Auto Centre,Badami Bagh",Lahore
80111,"Venus Plaza,7/E,Egerton Road",Lahore
80112,"West End Building,61-The Mall",Lahore
80113,"Khokhar Road,Badami Bagh",Lahore
80114,47-Ferozepur Road,Lahore
80115,"West End Building,Top Floor,61-The Mall",Lahore
80116,15-KM.Sheikhupura Road,Lahore
80117,"47,Brandreth Road",Lahore
80118,"4,Mcleod Road",Lahore
80119,23-C Nicholson Road,Lahore
80120,"Top Floor,West End Building,61,The Mall",Lahore
80121,"S-14,Gulberg Centre,Main Boulevard,Gulberg-II",Lahore
80122,"Shekhupura Road,Shadra More",Lahore
80123,"19,Peshawar Block,Cantt,Fortress Stadium",Lahore
80124,"1st Floor,Sharif Plaza,Defence Society,Cantt.,Main Boulevard",Lahore
80125,"2nd Floor,11-Marhaba Tower,Karim Block Market,Allama Iqbal Town",Lahore
80126,"Al-Rashid Market,86-McLeod Road",Lahore
80127,"2nd Floor,Afzal Market,Nishtar Road",Lahore
80128,"Afzal Building,2nd Floor,Room #7,R.Gali #2,Brandreth Road",Lahore
80129,"109,Jawa House,College Road,G.O.R-1,Shahrah-e-Quaid-e-Azam",Lahore
80130,"28-Kabir Street,Feroze Centre,Urdu Bazar",Lahore
80131,"43-B,Peco Road,Badami Bagh",Lahore
80132,"General Bus Stand,Badami Bagh",Lahore
80133,"29-Basement,Lodhi Aracde,42,Feroze Pur Road",Lahore
80134,"Noor Road,Badami Bagh",Lahore
80135,"National Hotel,Abott Road",Lahore
80136,"18/63,Afridi Mansion,Shadman Market",Lahore
80137,"Al-Karim Market,Urdu Bazar",Lahore
80138,"7-Jalal Trust Building,Chowk Urdu Bazar,P.O.Box:1625",Lahore
80139,"249-N,Samanabad",Lahore
80140,"11,Main Gulberg Road",Lahore
80141,"13-E,Shahalam Market",Lahore
80142,"29-M, Civics centre,Model Town Extension",Lahore
80143,"SCR 11/1,Abbot Road",Lahore
80144,"I.S.S.Plaza,28-Davis Road",Lahore
80145,"3,Hospital Road",Lahore
80146,"3-A,Cooper Road",Lahore
80147,"1-A,Tariq Block,Mian Boulevard,Garden Town",Lahore
80148,206 Ferozepur Road,Lahore
80149,"47/S,Gulberg Centre,84/D-1,Gulberg-III",Lahore
80150,"35-A,Shahrah-e-Abdul Hameed,Bin Baadees (Empress Road)",Lahore
80151,"1-Anayat Manzil,Old Muslim Town,Faiz Road",Lahore
80152,"96,Mcleod Road",Lahore
80153,"Noor Street,Gulshan Market,90,Railway Road",Lahore
